1292194	27	10	1985	15	F
4102589	10	12	1997	15	F
3555606	7	6	1976	12	M
6829340	15	1	2004	19	F
7324692	7	1	1972	12	F
8260339	15	12	1985	20	F
5106899	12	3	1964	12	F
3722863	2	2	1978	14	M
4710922	24	6	1991	16	F
3739072	28	6	1984	17	F
1918759	1	1	1984	13	M
3800075	1	5	1966	18	F
8336196	4	9	1961	19	F
8841940	28	8	2009	19	M
1480435	24	5	1969	15	M
3768793	22	10	1960	13	F
3432074	3	4	2006	14	F
2243545	26	7	1995	12	F
9983979	12	7	1963	17	F
6271181	26	4	1994	13	F
1083144	11	11	1961	18	F
3932356	9	10	1987	15	F
9248521	6	2	2006	20	F
7781057	5	6	2001	19	M
8820401	22	12	1986	16	F
8852834	2	2	1990	19	F
5884168	17	5	2008	12	F
4489589	27	2	1978	12	M
5788425	26	8	1976	17	F
8402464	28	11	1967	12	M
3242257	7	4	1972	14	M
1091921	10	6	2003	20	M
9982993	17	7	1998	13	F
2278496	15	5	2007	18	F
2663463	19	11	2001	12	M
4984959	26	6	2001	18	M
7395180	1	4	1978	16	M
8633124	16	7	1970	19	F
1292371	14	10	1978	17	F
5419969	4	5	2007	17	F
7734790	29	11	1978	12	F
5400265	14	9	1995	17	F
1165003	26	4	1987	12	F
7576849	22	9	1962	15	F
5165418	9	8	1996	13	M
4186534	18	8	1972	14	F
9706268	18	2	1973	18	M
8650025	8	10	1962	18	F
6068580	5	1	1978	18	F
2758556	12	1	2000	12	M
3016970	28	12	2005	18	M
9596212	1	1	1974	18	M
5171136	7	2	1991	18	M
8575120	7	11	2002	15	F
8842281	26	12	2010	18	F
3092569	12	9	1963	15	M
1239277	30	11	1968	16	M
8565392	11	2	2000	20	M
9131123	11	1	2000	15	M
7809616	8	12	1975	16	F
9093656	18	12	1994	16	F
2237234	13	6	1999	20	F
5496444	4	10	2009	18	F
3478896	23	5	2009	13	M
1671908	3	4	1981	13	M
2243441	19	2	2007	14	M
9996647	2	12	2008	19	F
6382533	27	4	1978	16	M
4870128	25	2	1966	12	F
6998296	27	12	2008	14	F
1368598	20	7	1970	20	F
7029690	16	2	1990	16	M
7629791	19	8	1966	17	M
1270964	27	7	1968	17	M
7403325	8	12	1997	13	M
3692002	30	7	1960	18	F
1210569	26	3	1998	15	M
8239783	29	2	1984	18	M
6483315	30	7	1972	19	F
7693910	9	6	1992	18	M
2242041	1	8	2007	12	F
2242108	26	9	1979	12	M
3061218	5	8	2005	18	M
6342429	19	5	1971	12	M
9044549	8	3	1970	19	M
2876062	20	6	1960	16	F
6797322	3	11	1978	18	M
5035467	23	2	2008	15	F
1148068	22	7	1970	14	M
9017058	29	10	2000	20	M
4233949	6	9	1970	18	F
7375694	12	8	1960	16	F
5376733	4	12	1972	18	M
2540452	28	4	1969	14	M
7041499	27	12	1979	17	F
8742735	13	9	1987	20	F
1861777	3	1	1991	19	F
5282506	17	4	1963	16	M
7876069	16	4	1988	16	M
7392588	1	11	1962	15	M
6443780	7	11	1976	16	F
6021857	24	5	2008	14	M
8826715	20	8	2010	15	F
4996336	14	10	1996	18	M
8011204	26	8	1976	12	M
8818383	22	5	1971	12	M
9006681	30	12	2003	17	M
4436038	11	4	2005	18	M
1082947	8	2	1976	13	M
8318520	29	4	1978	13	M
5171989	9	11	1975	16	M
8456046	20	10	1976	18	F
5391138	23	9	1974	17	M
7967702	3	3	1968	17	M
7397307	12	8	1973	14	F
5411402	29	1	1987	12	F
9640679	2	8	1998	15	F
5646061	12	5	1982	18	M
2602571	16	6	1980	15	M
9768148	15	3	1994	15	M
5913648	24	11	1991	19	M
8109129	14	11	1992	16	F
2727656	3	11	1984	14	M
2350884	7	11	1966	12	M
3782747	12	9	2002	12	M
1967046	17	5	1984	12	F
8739579	21	11	1980	12	M
6245264	8	11	2006	15	M
1537068	10	7	1986	20	F
3985000	17	2	1999	14	F
9528380	13	10	1973	19	F
1135970	7	12	1967	14	F
5511260	8	2	1966	20	F
3650671	10	4	1988	12	M
1509858	8	1	1996	20	M
3455873	1	3	1987	15	F
4490349	27	12	2000	20	M
2426336	12	1	2005	16	M
6191721	28	12	1982	16	M
3095518	9	12	1981	19	F
7114193	11	4	1994	18	M
5883215	24	1	1977	20	M
1806825	26	6	1982	17	M
4430816	28	2	1985	17	F
2738238	28	6	1985	19	M
4176583	14	8	1972	18	F
5601563	10	12	2008	19	M
7321009	14	3	1984	14	M
1266783	10	1	1970	19	M
7089896	9	3	1979	14	F
3038849	7	9	1992	17	M
9076760	30	1	1963	19	F
4832477	3	10	1969	13	M
6940666	8	9	1987	12	M
1505494	6	12	1979	17	F
7950882	7	11	1993	14	F
1677723	3	10	1997	14	M
1441214	4	8	1996	15	F
2884470	30	1	1967	17	M
3448176	11	6	1977	16	M
2625158	23	4	1986	20	M
2706316	16	5	1971	19	F
2075764	25	4	1974	19	F
9003154	17	12	1975	12	M
1768239	27	9	2001	13	F
2549239	3	12	1994	19	F
7687966	4	5	2008	12	M
1418849	9	10	1994	18	F
3719464	20	3	2003	19	F
7646732	16	10	1994	15	M
8095368	1	5	1966	18	F
1035844	28	11	1993	14	M
2128021	20	1	1988	14	M
5520208	9	7	1994	14	F
4182616	10	1	1986	12	M
3501821	7	7	1970	14	M
8549819	6	11	1999	20	M
6303333	2	4	1997	16	M
1394584	21	11	1990	20	M
8657021	11	2	2001	18	F
4212546	6	12	2007	13	M
7735399	18	3	1965	15	F
7166116	27	8	1969	15	F
1211007	30	7	1986	20	F
7072093	23	3	2000	14	F
6275014	19	9	2001	14	M
8036789	8	8	1966	17	F
1171969	29	3	1988	19	M
6649991	18	10	1995	16	M
6184326	25	3	1977	19	F
1408547	18	3	1995	16	F
2631398	28	12	1981	14	M
4372486	23	12	1990	16	F
5872977	9	11	1985	20	M
3071805	20	7	1980	15	F
8766046	1	5	1985	14	M
7705667	15	11	1997	13	F
2004072	15	6	2009	17	F
5769684	25	8	1977	20	F
2845177	28	8	2007	12	M
1936356	22	10	1976	20	F
8271791	11	12	1970	15	M
7270754	17	9	1988	18	M
6552675	23	1	2007	19	M
3833783	20	6	1968	17	F
3618111	19	6	1965	19	F
5460191	3	4	1976	17	F
4390253	9	8	1970	19	M
2392457	11	3	1977	12	F
6419924	2	4	2010	15	F
9063934	25	10	1964	15	M
7714934	2	10	1973	20	F
2551454	17	2	2006	19	M
6158288	13	2	1986	15	M
3114457	13	1	2006	19	M
1177876	25	2	1982	15	M
6611955	26	2	1969	18	M
3181254	4	11	1977	15	F
1564259	22	2	1994	16	M
2223251	18	6	1990	20	F
7899124	26	4	2007	17	M
4785474	22	9	1987	20	F
5009868	5	3	1972	16	M
2102663	7	9	1967	14	F
5610533	21	3	1981	13	M
6004922	30	5	1984	19	M
2968053	25	8	1974	14	M
2951778	6	9	1983	12	F
9013839	16	11	1988	14	F
6447424	11	2	1982	17	F
9588180	8	11	1966	20	M
4937397	1	3	1983	15	F
2457348	21	1	1994	15	F
4213060	21	6	1961	16	F
4284227	8	10	1994	13	M
5153957	14	1	1988	19	F
2561056	28	4	1967	20	F
3430840	25	8	1960	13	F
6468545	7	10	1998	19	M
4073930	16	12	1991	19	M
2122712	8	2	1999	15	F
1269903	10	11	1991	16	M
3097663	30	12	1997	19	F
7525674	28	5	1969	17	F
5304614	4	8	2009	15	F
3439276	11	3	1963	18	M
8358935	27	10	1996	17	M
1284353	28	11	1974	18	F
6926543	25	8	1997	12	F
8517802	20	11	1996	16	F
8358154	8	4	1973	14	M
4837507	20	6	1966	14	M
3467509	24	3	1982	19	M
9540955	29	7	1988	15	F
8684323	20	12	1981	20	M
8422859	6	7	1981	14	F
7741855	18	4	1993	19	M
7700196	11	8	2002	13	M
1332603	2	12	2005	13	F
3178348	27	5	2005	14	F
8861493	18	7	1981	20	M
9741723	14	8	1987	14	F
6140781	22	9	1961	15	F
8043857	19	9	2007	17	F
2744738	2	7	2009	16	F
5357816	4	6	2006	14	F
7605497	6	1	2008	15	M
8562228	15	9	2003	19	M
7682569	18	6	1963	15	M
8652738	9	12	1973	12	F
9840976	4	10	1982	13	M
3713513	10	7	2009	15	F
4231402	12	9	1984	13	F
6882944	5	12	1977	15	M
1558660	14	6	1983	17	F
9920850	25	4	1994	19	F
3367479	27	6	2008	12	F
1027356	27	12	1995	17	F
4703779	29	3	1986	17	M
9542117	7	1	1971	13	F
3998501	6	7	2003	18	M
5122333	21	2	1964	14	F
8690879	21	1	1994	19	M
9556909	19	10	1996	17	M
6633637	2	12	1998	17	M
1319992	8	8	1977	15	M
7729285	9	4	1989	19	M
9335465	25	9	1965	18	F
6557323	15	10	1975	13	F
1158714	17	5	1966	13	M
3395318	22	1	1991	20	M
5881544	25	7	1996	16	M
5695063	26	3	1970	13	M
5295500	18	3	1990	14	F
1368665	11	12	1986	12	M
3525291	1	8	1967	13	F
5540199	9	5	1991	19	F
4123825	9	9	1965	14	M
3380381	3	12	1991	16	F
9727735	2	2	1997	13	F
3972248	11	9	1985	13	M
9010194	17	12	2005	16	F
7937574	5	2	2007	13	F
1270123	28	2	1987	19	M
8063388	17	7	1963	15	F
2447709	16	9	1963	16	F
2420909	23	6	1975	19	F
5146235	3	9	1979	15	M
8428701	2	10	1981	12	M
7434587	9	6	1985	13	M
8122905	19	7	2009	17	M
2844707	1	3	1976	20	F
2856348	27	11	1964	14	M
8716049	13	12	1963	13	F
2863689	28	9	2009	18	M
2586862	9	4	2010	12	F
8832090	8	10	2003	14	M
1262407	21	8	1979	12	F
2508236	2	4	1990	12	F
7256729	5	6	1989	17	F
5454706	21	12	1999	19	M
4016031	6	4	1964	14	F
4262275	12	2	1977	12	F
6109412	10	9	1989	16	M
8277506	20	9	1963	16	F
7192100	19	6	1989	19	M
6469961	9	7	1976	19	M
2253163	20	7	1991	12	M
8854653	19	1	1995	17	M
1221661	2	10	1966	12	F
9110322	9	3	1987	12	F
5006774	27	6	2000	17	M
8497744	12	1	1978	14	M
5652670	2	4	1970	20	M
2803090	8	6	1974	18	M
3091881	3	6	1967	12	M
1381933	20	8	1968	20	F
8797115	5	8	1977	17	M
7812787	14	8	1964	16	F
4539884	9	7	1985	13	F
7136941	20	4	2006	16	M
2049524	7	8	1968	15	M
2474552	21	6	1972	14	F
5504928	17	2	1993	15	F
6347210	28	12	1961	19	F
2352106	15	12	1994	15	F
8313056	20	3	2004	13	F
5538968	7	3	1974	19	F
2408520	9	2	1993	18	F
8391395	20	7	1989	16	M
2907234	27	5	1960	13	M
1318498	16	9	1984	15	F
5879077	15	1	1971	18	F
1039968	11	7	1991	14	M
5373372	19	2	1990	12	M
4066127	30	2	2010	13	F
3496546	6	10	1991	14	F
8582258	16	12	1997	13	F
4062173	6	5	1965	12	F
4148270	13	4	2007	19	F
9895058	9	10	1984	12	F
4602071	16	1	2007	12	M
7316686	29	8	1981	16	M
6831739	22	5	1962	12	M
3177653	28	4	1986	20	M
2578750	25	12	1968	17	F
5698647	30	8	1960	18	M
1997627	18	2	1974	17	M
3242748	21	9	1991	18	F
1603210	26	8	1994	19	M
3549916	12	5	2002	19	F
7548722	9	5	1968	12	F
7329363	9	9	1986	18	M
9314296	26	12	2007	14	F
5009162	5	12	1986	16	F
7455441	21	9	2000	20	F
4617657	28	9	1995	19	M
5297388	13	11	1998	15	F
3762537	27	4	2000	20	F
2143842	25	3	1982	17	M
8082883	18	4	2000	14	F
7199219	2	4	2009	15	F
8103879	12	2	2000	17	M
2471684	28	1	1982	18	M
1392662	21	6	1961	17	M
6705125	18	9	1987	20	F
7746257	26	7	2007	19	F
6094075	22	9	2001	19	M
6173716	14	11	1971	20	M
6730619	11	9	1986	20	F
7867724	20	4	2003	13	M
7806173	10	1	2008	15	M
1210582	20	2	1998	14	F
5403403	26	11	2005	14	M
6925572	1	4	1972	16	F
1641411	26	11	1981	12	F
9515533	5	6	1992	15	F
2398526	13	8	1967	12	M
9053878	13	1	1993	15	F
2114127	2	12	1999	15	M
3161230	3	3	1962	13	M
8921931	29	9	1962	12	M
8452983	10	12	1971	17	M
1073863	28	11	1972	13	M
7607091	28	9	2005	12	F
4635780	21	2	1966	16	F
4399694	22	6	2009	19	F
1463013	4	3	1983	17	M
5090824	27	3	1983	17	F
3983774	11	2	1970	16	F
8024272	17	6	2003	17	M
4083278	9	9	1975	16	F
3701125	26	7	2003	20	M
5875599	11	11	1980	19	F
8715695	21	11	1985	12	F
5309724	26	11	1988	15	M
6925712	21	6	1961	18	M
2733996	1	2	1974	13	M
9526564	3	10	1972	16	M
5521856	30	6	2001	15	M
6843279	22	6	1969	13	F
1168972	28	4	1980	16	F
8821350	12	2	1964	20	F
6731988	26	11	1973	19	M
8852798	1	6	1993	18	M
3521953	22	8	1980	18	M
8447627	15	4	1964	19	F
2175700	25	7	2009	18	M
1853620	26	4	1965	17	M
7950808	3	3	1966	19	M
9560866	1	2	1997	13	M
6989564	25	7	1995	17	F
3060041	3	11	1990	12	F
9809139	27	11	2004	19	F
9175145	20	10	1992	15	F
7905938	4	1	1975	12	M
5973150	14	11	1964	16	M
3198563	25	2	1967	13	M
5183775	23	3	1986	16	F
1068649	1	12	2006	13	F
2957780	19	10	1969	14	F
5267125	10	10	1972	20	F
1656687	12	2	1977	13	F
3994463	7	10	1961	18	F
5235211	6	7	1978	15	M
3685989	20	1	1993	14	F
3588945	29	11	1966	13	M
5086328	1	12	1988	12	M
8110365	10	11	1996	13	F
4096716	20	7	1987	19	M
3313506	18	9	1972	18	F
7835592	26	8	1976	20	M
1682342	4	1	1970	20	M
8621515	21	8	1971	20	F
5283562	4	10	1983	13	M
1136281	13	3	1988	20	F
3438034	25	8	1993	16	F
8240014	15	1	2006	18	F
4492525	18	2	1960	12	M
9660222	21	3	1996	13	F
9553944	16	1	1963	13	F
7451172	20	4	1999	15	M
3002878	3	2	1983	20	M
4355923	4	8	2006	14	M
8394062	17	5	1962	18	M
7584630	23	2	1972	12	M
3895334	28	10	1968	19	F
3270548	17	12	1961	12	F
3765133	14	1	1982	20	F
1102481	24	1	1967	14	F
6813667	18	3	1967	13	F
8737906	29	4	2003	12	M
2059976	10	6	1960	13	F
7025184	30	10	1981	14	F
9285129	8	10	1967	20	M
4749149	8	7	1997	16	M
7269022	18	8	2003	13	M
1885654	2	3	1983	18	F
3790517	1	8	1998	18	F
2943771	22	3	1979	12	F
9654623	6	4	2003	13	F
8855113	1	8	1981	12	F
7780755	5	6	1982	18	F
6149717	18	8	1970	19	F
9161724	16	7	1960	12	F
4508580	9	2	1983	16	M
5004306	9	3	1976	20	F
2674354	29	1	1991	16	F
2314991	20	7	1994	15	F
5950634	21	2	1992	18	F
5723422	23	12	1971	20	M
4029075	8	11	1984	16	F
6746330	6	1	1977	14	F
5026585	8	1	1981	14	F
2318274	11	4	2008	20	F
3972598	29	5	1994	12	F
3638033	11	9	1982	20	F
3745746	18	1	1965	19	F
5569817	10	5	1966	17	M
1985533	30	7	1989	20	F
2295774	13	4	1997	12	M
1862377	14	12	1999	13	F
4551997	30	4	2008	14	M
7539377	17	1	2003	15	F
6895133	24	4	1971	16	M
8066847	13	9	1969	19	F
8651146	8	1	2003	20	F
7757194	7	8	2010	16	F
9031897	2	2	1995	17	F
8707502	16	7	2007	15	M
7295549	19	10	2005	13	M
2174833	5	7	1964	20	M
9374093	26	7	1985	19	M
1704170	29	6	1965	19	F
7265624	9	4	1962	15	F
3216176	8	3	1994	16	F
4933828	12	7	1967	17	M
6384636	29	7	2009	16	M
9302186	22	11	2004	15	F
5000515	22	1	2006	13	M
4963090	13	4	1970	12	F
8124106	3	6	2010	14	M
5682340	28	6	1962	16	M
2299659	1	8	2002	12	M
7996370	19	1	1989	12	F
3331698	13	4	1975	12	M
1174250	21	7	1996	20	M
5939670	14	1	1995	15	M
1212788	14	9	2007	12	M
8844285	12	6	2007	18	M
4619564	17	10	1995	15	M
7400498	20	4	1979	17	F
5620116	2	8	1985	15	F
4591857	18	8	1998	12	M
5127693	7	8	1986	18	F
5908978	28	7	1961	17	F
4232260	4	10	1964	18	M
8034602	4	12	2009	13	F
7510116	2	12	1961	12	M
8485490	11	8	2007	17	M
7777463	8	5	2000	20	M
8926242	7	4	1969	16	F
1190162	3	2	2008	15	M
2946579	16	8	1973	14	M
9175585	27	8	2001	16	F
1204053	12	7	1999	13	F
2120068	13	9	2001	12	F
2759852	17	2	1990	16	M
4571017	30	3	2008	20	M
7045176	22	1	1963	12	M
6239072	4	3	1973	18	M
8985693	7	8	1985	13	M
6108686	29	8	1979	19	M
7377398	19	11	1993	15	M
3432261	2	9	2007	19	F
6755193	11	11	1980	19	F
1141587	10	4	1969	17	F
3987769	28	1	1986	16	F
8542907	16	12	2003	19	M
8836838	11	9	2004	16	M
5173452	29	4	1986	20	M
3710020	12	7	1967	20	M
7171725	1	10	1999	12	F
3059351	27	4	1988	20	F
3507323	10	5	1990	15	M
2641873	8	12	2009	20	M
1878361	21	9	1978	15	F
8950243	30	12	1970	14	M
8166179	19	1	2005	14	F
7725210	20	2	2010	15	M
4954687	24	12	1983	13	F
1203407	3	8	2003	14	M
9161103	14	7	1965	13	M
4498651	23	3	2006	13	F
9019369	20	7	1967	15	F
2084385	24	1	1993	13	M
1327402	25	6	2008	17	F
7673976	19	7	1964	18	F
4500514	23	10	1964	17	F
3686447	26	7	1985	18	M
4845518	30	12	2002	12	M
6376252	21	7	1968	17	M
5750651	20	11	1993	15	F
9814182	20	8	1986	17	M
4471875	7	3	1986	16	F
7965910	10	1	1968	12	F
6062146	20	2	1979	13	M
1117010	19	5	1964	12	F
6256451	13	5	1978	20	M
3572403	23	5	1992	19	F
9841425	18	12	1993	18	M
8539341	3	10	2007	17	F
7171351	16	12	2008	13	M
1723527	30	11	1978	13	M
5760706	26	6	1981	15	F
3338273	23	5	1987	19	M
2461428	30	2	1995	17	M
1233311	11	9	2008	20	M
1177698	21	9	1995	17	F
2926044	15	3	1983	17	F
8058873	10	2	1995	19	M
7151792	23	2	1990	19	M
8228262	12	3	1992	13	F
9914313	2	8	1980	14	M
4197771	21	8	1960	19	F
3381843	20	10	2006	12	F
4674783	20	11	1999	17	F
4936027	12	4	1968	13	M
1645330	16	9	1993	14	M
8957321	22	7	1985	12	F
8365117	18	6	1961	16	M
8122214	10	8	1968	17	F
8969998	10	3	1984	20	M
2631968	12	6	1984	14	F
7674264	9	11	2010	17	F
7452280	14	2	1990	20	M
9582325	12	8	1992	17	M
7019901	30	10	1982	16	M
5850162	21	9	1982	20	F
4742272	19	10	1972	19	F
2786859	8	12	1997	18	M
2201204	14	10	2006	20	M
7357666	1	3	1961	16	M
6178355	2	7	2000	12	F
9194635	4	3	1999	12	F
6345197	14	7	1986	17	F
9856498	10	6	1961	13	M
9184781	8	10	1971	15	M
4709513	17	2	1966	15	F
2107003	3	4	2001	19	F
6353237	14	6	2006	19	M
8229262	29	4	2007	15	M
6669056	25	11	1979	19	F
4658474	11	9	1988	18	M
3543812	3	9	1972	19	F
6103688	15	8	1973	20	M
3854200	10	4	1973	20	F
2973133	29	6	1980	16	M
1302572	15	1	1960	14	F
3479037	8	7	1980	16	F
6378888	28	3	1960	16	M
3024157	29	10	1968	12	M
6546507	4	7	1991	14	F
5429118	20	3	1962	15	M
6056142	4	7	1996	14	M
1792176	6	1	1990	20	F
1828232	19	9	1966	16	M
9254928	12	7	1979	17	F
9042864	1	3	1982	12	F
4827033	8	1	1967	12	M
2687775	10	3	1989	20	M
3635903	14	6	2003	14	M
3949847	21	7	1970	15	M
3426428	14	1	1976	12	M
9984964	20	12	1962	16	M
1174588	1	9	1993	20	M
3054643	20	4	1995	14	F
6195649	26	9	1973	16	M
2185017	15	7	2001	16	M
3504022	6	3	1996	20	M
1833262	25	1	1966	17	M
3651932	3	10	1999	14	F
9490309	6	12	1987	14	M
3392289	5	9	1973	18	M
5191917	16	12	1990	20	F
6511935	5	7	1981	16	M
2087410	22	3	2007	19	M
1530053	6	1	1994	20	F
7770228	22	1	1984	15	F
7896484	14	11	1971	14	F
7720002	27	3	1966	12	F
3449686	20	9	1968	15	M
8714690	12	7	1997	17	F
6964547	5	4	1966	20	M
6145984	17	12	1989	20	M
2482246	6	12	1971	19	M
2141041	1	7	2008	12	F
1454895	13	12	1998	13	M
4445795	17	12	2010	17	F
4636330	12	6	1977	16	M
7881825	4	12	1975	18	F
4383537	17	3	2008	15	M
2655335	1	11	1987	15	M
4597554	11	10	1989	15	M
9632699	13	8	2006	15	M
4630078	22	4	1976	20	F
1028104	3	8	1985	20	M
2945606	12	5	1987	19	F
1912298	12	1	1988	16	M
1555385	25	10	1960	15	F
7847058	12	3	1989	14	M
1943531	5	4	1984	19	F
4192942	3	7	1962	19	M
8596289	17	8	1990	20	F
7369955	24	6	1977	19	F
8668096	6	3	2006	15	M
1358007	4	8	1976	17	M
3666928	24	5	2000	20	M
5561053	23	9	1990	12	F
2881870	15	2	1995	17	F
1479982	3	12	1960	16	M
6273622	17	7	1974	12	F
5853856	25	3	1992	12	M
3233632	4	4	1978	15	F
9431211	2	12	1963	13	M
2170246	18	8	1995	18	F
1199130	6	11	1966	13	F
4007022	18	10	1989	16	F
5753783	9	2	1993	15	M
9808318	9	6	1977	15	M
